2022-02-07,周一,2.55℃,1.1℃,中雪,东北风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-08,周二,5.05℃,1.2℃,阴,北风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-09,周三,4.55℃,2℃,毛毛雨,东北风,2,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-10,周四,7.2℃,2.85℃,阴,东北风,2,0.1,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-11,周五,7.1℃,4.6℃,小雨,东风,2,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-12,周六,7.55℃,5.25℃,毛毛雨,北风,2,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-13,周日,7.5℃,4.95℃,毛毛雨,北风,2,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-14,周一,10.85℃,0.25℃,阴,西北风,2,8.1,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-15,周二,8.3℃,3℃,阴,东北风,3,4.2,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-16,周三,8℃,3.3℃,阴,东风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-17,周四,4.6℃,1.2℃,中雪,东北风,4,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-18,周五,6.5℃,1.35℃,小雪,东北风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-19,周六,5.3℃,2.05℃,毛毛雨,北风,4,0.4,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-20,周日,4.45℃,-1.2℃,晴,北风,3,8.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-21,周一,8℃,-0.15℃,晴,东风,2,7.0,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-22,周二,5.8℃,1.25℃,中雪,东北风,2,0.5,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-23,周三,6.15℃,-0.3℃,大雪,东北风,3,2.6,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-24,周四,8.8℃,-2.7℃,晴,东北风,2,10.5,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-25,周五,12.65℃,0.6℃,晴,东风,2,10.5,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-26,周六,17.3℃,0.75℃,阴,西风,3,10.5,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-27,周日,15.4℃,1.9℃,晴,东风,3,10.5,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-02-28,周一,22.2℃,6.35℃,毛毛雨,南风,3,8.3,https://mirror-earth.com/wea_history/330100/2022-02,杭州
2022-03-01,周二,19.9℃,9℃,毛毛雨,北风,3,6.2,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-02,周三,16.65℃,6.7℃,晴,东风,2,10.6,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-03,周四,19.65℃,6.85℃,毛毛雨,东南风,3,10.3,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-04,周五,19.4℃,10.45℃,中雨,北风,2,7.1,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-05,周六,17.2℃,7.05℃,晴,东北风,4,10.6,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-06,周日,9.6℃,5.35℃,毛毛雨,东风,3,1.2,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-07,周一,13.5℃,4.6℃,毛毛雨,东北风,2,7.9,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-08,周二,18.85℃,2.95℃,晴,南风,2,10.7,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-09,周三,20.35℃,5.3℃,晴,东南风,3,10.8,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-10,周四,21.1℃,8.05℃,晴,南风,3,7.2,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-11,周五,25.05℃,9.65℃,晴,南风,2,10.8,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-12,周六,26.25℃,10.45℃,晴,南风,3,10.8,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-13,周日,26.5℃,17.2℃,毛毛雨,南风,3,9.5,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-14,周一,26.95℃,14.95℃,小雨,北风,3,7.2,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-15,周二,23.2℃,11.15℃,阴,东风,3,10.9,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-16,周三,28.15℃,12.6℃,晴,东南风,3,10.1,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-17,周四,21.2℃,9.55℃,中雨,西北风,5,0.2,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-18,周五,13.75℃,8.35℃,阴,西北风,4,1.0,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-19,周六,13.95℃,8.05℃,阴,东北风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-20,周日,9.15℃,7.6℃,毛毛雨,东风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-21,周一,10.15℃,8.15℃,中雨,东北风,4,0.0,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-22,周二,8.6℃,6.95℃,中雨,东北风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-23,周三,13.65℃,6.35℃,阴,东北风,2,10.4,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-24,周四,21.3℃,4.6℃,晴,东南风,3,11.1,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-25,周五,23℃,13.85℃,中雨,南风,4,3.7,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-26,周六,16.7℃,12.55℃,毛毛雨,西北风,4,2.1,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-27,周日,16.7℃,11.55℃,晴,西北风,2,0.9,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-28,周一,14.65℃,8.7℃,毛毛雨,东风,3,2.6,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-29,周二,21.35℃,5.55℃,晴,东风,2,11.1,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-30,周三,23.85℃,10.85℃,毛毛雨,西北风,3,2.7,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-03-31,周四,14.65℃,9.1℃,中雨,北风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-03,杭州
2022-04-01,周五,11.9℃,7.05℃,晴,北风,3,0.9,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-02,周六,14.9℃,5.45℃,晴,东北风,2,11.0,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-03,周日,16.45℃,5℃,晴,东风,3,11.8,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-04,周一,18.2℃,5.3℃,晴,东风,3,11.8,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-05,周二,17.05℃,9.7℃,晴,南风,2,1.9,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-06,周三,23.45℃,8.8℃,晴,东南风,2,11.9,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-07,周四,25.3℃,10.5℃,晴,东南风,2,11.9,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-08,周五,27.2℃,11.25℃,晴,东南风,3,11.9,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-09,周六,27.75℃,12℃,晴,南风,3,11.9,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-10,周日,28.65℃,15.2℃,晴,南风,3,12.0,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-11,周一,30.6℃,14.35℃,晴,南风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-12,周二,31.35℃,16.3℃,晴,南风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-13,周三,20.35℃,12.5℃,大雨,北风,4,0.0,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-14,周四,17.7℃,11.75℃,阴,西北风,4,0.2,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-15,周五,16.55℃,12.6℃,阴,北风,4,0.1,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-16,周六,15.65℃,10.55℃,晴,东北风,3,4.9,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-17,周日,18.1℃,8.65℃,晴,东风,3,10.7,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-18,周一,19.15℃,12.45℃,多云,西北风,2,2.3,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-19,周二,22.2℃,9.9℃,晴,西南风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-20,周三,24.45℃,11.45℃,晴,南风,3,11.1,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-21,周四,26.3℃,13.35℃,毛毛雨,南风,3,12.0,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-22,周五,28.6℃,14.35℃,毛毛雨,南风,2,9.4,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-23,周六,21.6℃,17.25℃,中雨,东风,2,0.8,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-24,周日,26.75℃,16.95℃,阴,东风,3,7.7,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-25,周一,29.8℃,17.75℃,毛毛雨,南风,3,5.6,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-26,周二,24.25℃,18.95℃,小雨,北风,3,3.2,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-27,周三,21.6℃,15.1℃,阴,东风,4,10.3,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-28,周四,21.4℃,13.75℃,毛毛雨,东北风,3,5.3,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-29,周五,17.45℃,12.6℃,中雨,北风,4,0.2,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-04-30,周六,16.8℃,13.4℃,毛毛雨,东北风,2,1.5,https://mirror-earth.com/wea_history/330100/2022-04,杭州
2022-05-01,周日,18.75℃,12.9℃,阴,西北风,2,3.6,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-02,周一,22.9℃,10.1℃,晴,西南风,2,11.8,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-03,周二,25.55℃,12.4℃,晴,东南风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-04,周三,26.1℃,12℃,晴,东南风,3,12.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-05,周四,26.8℃,12.45℃,晴,东南风,3,12.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-06,周五,29.05℃,14.2℃,晴,东南风,3,12.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-07,周六,27.5℃,17.8℃,阴,东风,3,9.3,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-08,周日,24.1℃,17.75℃,阴,东风,3,5.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-09,周一,19.65℃,16.4℃,阴,东北风,3,1.8,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-10,周二,20.9℃,15.65℃,毛毛雨,东风,2,1.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-11,周三,21.85℃,16.15℃,毛毛雨,东北风,3,0.3,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-12,周四,21.85℃,16.75℃,毛毛雨,东北风,2,0.2,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-13,周五,18.05℃,13.15℃,毛毛雨,北风,3,0.0,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-14,周六,21.35℃,10.9℃,多云,东北风,3,10.2,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-15,周日,18.45℃,12.95℃,晴,西南风,2,2.2,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-16,周一,23.5℃,13.55℃,晴,西南风,2,11.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-17,周二,26.15℃,11.8℃,晴,南风,2,12.3,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-18,周三,25.5℃,14℃,晴,东南风,3,8.8,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-19,周四,23℃,15.65℃,晴,东风,2,3.2,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-20,周五,19.45℃,17.5℃,毛毛雨,东北风,2,0.0,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-21,周六,24.3℃,15.15℃,阴,东北风,2,9.5,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-22,周日,27.15℃,16.45℃,晴,东风,3,10.2,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-23,周一,22.9℃,18.45℃,阴,东南风,3,4.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-24,周二,24.9℃,16.85℃,阴,东风,3,8.0,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-25,周三,27.3℃,18.25℃,阴,东风,2,11.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-26,周四,24.9℃,18.15℃,毛毛雨,东风,2,7.1,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-27,周五,27.8℃,17.1℃,晴,东南风,2,10.8,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-28,周六,24.3℃,20.1℃,小雨,南风,3,2.8,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-29,周日,23.7℃,19.55℃,大雨,西南风,2,0.0,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-30,周一,28.7℃,20.95℃,毛毛雨,北风,2,8.5,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-05-31,周二,27.55℃,19.45℃,小雨,东南风,3,11.7,https://mirror-earth.com/wea_history/330100/2022-05,杭州
2022-06-01,周三,27.5℃,20.65℃,中雨,西南风,2,4.6,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-02,周四,29.45℃,20.45℃,阴,东南风,3,11.5,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-03,周五,26.9℃,21.1℃,毛毛雨,东风,3,5.6,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-04,周六,30.3℃,22.65℃,中雨,南风,2,5.9,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-05,周日,27.3℃,21.25℃,大雨,西北风,4,1.2,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-06,周一,31.4℃,20.35℃,阴,西南风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-07,周二,27.15℃,19.85℃,晴,北风,3,11.2,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-08,周三,28.65℃,18.85℃,晴,东风,2,11.1,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-09,周四,30.25℃,20.5℃,晴,东风,3,12.3,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-10,周五,24.8℃,19.95℃,小雨,东风,3,4.3,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-11,周六,24.25℃,19.3℃,阴,东风,3,8.8,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-12,周日,22.2℃,18.45℃,中雨,东风,3,0.5,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-13,周一,25℃,19.4℃,毛毛雨,北风,2,3.2,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-14,周二,29.5℃,19.05℃,多云,西南风,2,11.8,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-15,周三,30.65℃,20.1℃,晴,东南风,2,12.6,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-16,周四,31.9℃,20.4℃,晴,南风,2,12.6,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-17,周五,32.25℃,21.85℃,晴,南风,2,11.1,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-18,周六,32.05℃,22.85℃,晴,东南风,2,12.6,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-19,周日,28.2℃,24.1℃,毛毛雨,西南风,3,0.8,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-20,周一,29.5℃,23.1℃,中雨,西南风,2,5.9,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-21,周二,31.05℃,22.95℃,阴,南风,2,11.9,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-22,周三,32.3℃,24.9℃,晴,西南风,3,9.8,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-23,周四,33.6℃,25.9℃,毛毛雨,西南风,4,8.7,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-24,周五,29.75℃,26.95℃,小雨,西南风,2,0.3,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-25,周六,32.8℃,24.7℃,中雨,南风,3,10.5,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-26,周日,33.55℃,26℃,晴,南风,3,12.3,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-27,周一,34.1℃,27.4℃,晴,南风,4,11.0,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-28,周二,33.5℃,27.75℃,晴,南风,4,6.4,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-29,周三,33.15℃,26.85℃,中雨,南风,2,10.2,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-06-30,周四,31.75℃,26.35℃,毛毛雨,南风,3,8.0,https://mirror-earth.com/wea_history/330100/2022-06,杭州
2022-07-01,周五,31.4℃,24.8℃,毛毛雨,东南风,3,9.6,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-02,周六,31.5℃,23.2℃,晴,东风,3,12.4,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-03,周日,32℃,24.05℃,晴,东风,3,11.2,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-04,周一,33.05℃,24.55℃,晴,东风,3,11.9,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-05,周二,34.15℃,26.15℃,晴,东南风,2,10.9,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-06,周三,33.95℃,27.85℃,晴,南风,4,12.3,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-07,周四,34.5℃,27.65℃,毛毛雨,西南风,2,11.8,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-08,周五,35.35℃,26.95℃,晴,西南风,3,12.4,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-09,周六,35.2℃,27.25℃,毛毛雨,西南风,2,12.2,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-10,周日,36.3℃,26.7℃,晴,西南风,2,12.2,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-11,周一,36.75℃,27.7℃,晴,东南风,2,12.6,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-12,周二,38℃,29℃,晴,南风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-13,周三,38℃,28.8℃,晴,西南风,2,11.9,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-14,周四,38.2℃,28.15℃,晴,西风,2,12.3,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-15,周五,37.15℃,28.15℃,晴,西风,3,11.3,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-16,周六,36.15℃,28.9℃,晴,西风,2,11.1,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-17,周日,36.8℃,29.15℃,小雨,西南风,3,11.3,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-18,周一,31.7℃,27.1℃,小雨,西风,3,5.8,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-19,周二,31.5℃,26.4℃,中雨,西南风,3,5.6,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-20,周三,36.3℃,26.8℃,晴,西南风,3,11.8,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-21,周四,33.55℃,27.2℃,中雨,西风,3,9.1,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-22,周五,32.85℃,25.9℃,小雨,东北风,2,11.7,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-23,周六,37.45℃,27.7℃,晴,西风,3,12.5,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-24,周日,32.8℃,25.55℃,毛毛雨,北风,2,11.8,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-25,周一,34.95℃,26.2℃,毛毛雨,东北风,2,11.6,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-26,周二,37.25℃,26.65℃,毛毛雨,西南风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-27,周三,35.4℃,26.15℃,中雨,北风,3,11.3,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-28,周四,36.4℃,25.75℃,小雨,南风,2,12.2,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-29,周五,35.1℃,26.65℃,毛毛雨,东风,3,12.2,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-30,周六,32.45℃,25.85℃,小雨,东北风,3,11.9,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-07-31,周日,33.85℃,25.4℃,晴,西北风,3,12.0,https://mirror-earth.com/wea_history/330100/2022-07,杭州
2022-08-01,周一,34.55℃,26.4℃,毛毛雨,北风,2,12.0,https://mirror-earth.com/wea_history/330100/2022-08,杭州
2022-08-02,周二,34.6℃,27.25℃,毛毛雨,东风,3,12.1,https://mirror-earth.com/wea_history/330100/2022-08,杭州
2022-08-03,周三,36.65℃,27.5℃,晴,东南风,3,12.1,https://mirror-earth.com/wea_history/330100/2022-08,杭州
2022-08-04,周四,38.1℃,27.9℃,晴,南风,3,12.0,https://mirror-earth.com/wea_history/330100/2022-08,杭州
2022-08-05,周五,38.2℃,28.7℃,晴,西南风,3,12.0,https://mirror-earth.com/wea_history/330100/2022-08,杭州
2022-08-06,周六,35.35℃,28.85℃,晴,西南风,3,10.8,https://mirror-earth.com/wea_history/330100/2022-08,杭州
2022-08-07,周日,37.8℃,26.95℃,晴,南风,3,12.0,https://mirror-earth.com/wea_history/330100/2022-08,杭州
2022-08-08,周一,38.4℃,28.4℃,晴,南风,3,12.1,https://mirror-earth.com/wea_history/330100/2022-08,杭州
